iter	Logloss
359	0.2107003471
360	0.2105571668
361	0.2103844843
362	0.2102747728
363	0.2101135341
364	0.2099846164
365	0.2098728157
366	0.209680549
367	0.2095786873
368	0.2094093988
369	0.2092358467
370	0.2091069574
371	0.2089511685
372	0.2088008359
373	0.2086037413
374	0.2085102998
375	0.2083837427
376	0.208203734
377	0.2080707091
378	0.2079231061
379	0.2078052424
380	0.2076898995
381	0.2075427617
382	0.2073526955
383	0.2071592381
384	0.2070575019
385	0.2068692423
386	0.2067011269
387	0.2065468347
388	0.2063541288
389	0.2061959945
390	0.2060429579
391	0.2058655479
392	0.2057831507
393	0.205633473
394	0.2054374763
395	0.2052750736
396	0.205169785
397	0.2050391152
398	0.2049275278
399	0.2048390478
400	0.2046889459
401	0.2046133319
402	0.2044468664
403	0.20429115
404	0.2040742963
405	0.2039427947
406	0.203796496
407	0.2036157858
408	0.2035201367
409	0.2034018972
410	0.2032613923
411	0.2031874463
412	0.2030716106
413	0.2029496536
414	0.2028077981
415	0.2027009598
416	0.202585264
417	0.2024799482
418	0.2023458108
419	0.2021470468
420	0.201989618
421	0.2018132151
422	0.2017149723
423	0.2016204539
424	0.2014779715
425	0.2013189892
426	0.2012148557
427	0.2011137676
428	0.2009985929
429	0.2007849864
430	0.2006743456
431	0.2005795257
432	0.2004339228
433	0.2003243471
434	0.2001924205
435	0.200124182
436	0.2000135489
437	0.1999271334
438	0.1997574647
439	0.199622581
440	0.1994931579
441	0.1993582927
442	0.1992126988
443	0.1990671353
444	0.1989614388
445	0.1987957301
446	0.1986892694
447	0.1985017673
448	0.1983822256
449	0.1982812365
450	0.1981744524
451	0.1980814678
452	0.197951181
453	0.1978814403
454	0.1977289698
455	0.1976386152
456	0.1975214988
457	0.1973822205
458	0.1972840525
459	0.1971515818
460	0.1970768187
461	0.196938885
462	0.1968108671
463	0.1967142661
464	0.1965969071
465	0.1964595969
466	0.1963147893
467	0.1961855777
468	0.1960918857
469	0.1959273046
470	0.1957909717
471	0.1957006745
472	0.1955842709
473	0.1953839968
474	0.1953176297
475	0.1952210989
476	0.1950630648
477	0.194924634
478	0.1947933622
479	0.1946744627
480	0.1944704062
481	0.1943424372
482	0.1942414048
483	0.1941648941
484	0.1940727511
485	0.1940128263
486	0.1939207956
487	0.19376681
488	0.1936757039
489	0.1935656795
490	0.1934652802
491	0.1933854887
492	0.1933089147
493	0.1932401583
494	0.19313075
495	0.1930060009
496	0.1929029882
497	0.1927873875
498	0.1926943944
499	0.1925888657
